run,sd
Observed,0.026252526876610893
0,0.013445038079391118
1,0.013315180331303345
2,0.012543714475751594
3,0.013301247052928303
4,0.013055050672969156
5,0.013188309566510108
6,0.013164879086744045
7,0.01367422629970072
8,0.013393410926003869
9,0.013397969797007369
10,0.013050780576870116
11,0.012558020778499044
12,0.013273148543723886
13,0.012912598880464777
14,0.01341586856814804
15,0.013385079841114964
16,0.012658142169602371
17,0.013249768024861832
18,0.013256028109769924
19,0.013006848621329514
20,0.012906797321338995
21,0.0131795464174433
22,0.012986238039551512
23,0.01320038505264361
24,0.013611035892315757
25,0.013856685505857683
26,0.012657638468837313
27,0.012863796209027053
28,0.012840570165565529
29,0.01307028457599955
30,0.01394173674171624
31,0.013241230085662463
32,0.013153597501314609
33,0.012982912255198691
34,0.013325309310881528
35,0.013859407039136476
36,0.013248291456592549
37,0.013741064941499997
38,0.013504546403593935
39,0.01312294099836304
40,0.012905039121042853
41,0.013097154740788592
42,0.013887947522882221
43,0.013288285996247842
44,0.013234847244357644
45,0.013743202337170933
46,0.013620314951180254
47,0.013054296277489271
48,0.013077055822985186
49,0.01375182237446114
50,0.01312232646051881
51,0.013407266922587093
52,0.012649510905043638
53,0.012781474089390144
54,0.013749477156819125
55,0.013291639604983025
56,0.013410211021322707
57,0.013553703155596305
58,0.013309573744684798
59,0.013653510030157443
60,0.012954390851300944
61,0.013455148809458783
62,0.013112686426839933
63,0.013626145550948921
64,0.013110018927085583
65,0.013714232080061596
66,0.013596210749453545
67,0.013724441893052441
68,0.013441875937791607
69,0.013664870893357165
70,0.013628835963126276
71,0.013578933640672058
72,0.012666308779720675
73,0.013087159785567463
74,0.01309536670370139
75,0.012664037581714513
76,0.013182010930915677
77,0.013346521104198665
78,0.013171579832141112
79,0.013199637078048401
80,0.013987270263476001
81,0.012692695138520343
82,0.013994646814254528
83,0.01274763662691619
84,0.01299249085412202
85,0.01331403578017881
86,0.012768286378765
87,0.013339998927105743
88,0.01353821119914665
89,0.013369706033315923
90,0.013118701041093347
91,0.012618858539238005
92,0.013690573484882803
93,0.013008340057806113
94,0.012996553816535424
95,0.012456880479101057
96,0.01347793793816282
97,0.013437783590123993
98,0.013156360331627587
99,0.01391608986090165
100,0.013338193664026578
101,0.013059434016108115
102,0.012878404384725596
103,0.013181866322106483
104,0.01309560158110005
105,0.013257137639548285
106,0.012991598433221122
107,0.013683320912427481
108,0.01333152735778128
109,0.013008142635141474
110,0.012529903628360928
111,0.013008309045264854
112,0.013460894374929479
113,0.012776156579821375
114,0.014051780842747053
115,0.012981640733905528
116,0.012934576355398127
117,0.013561989693400181
118,0.013711920451988014
119,0.013637503782017626
120,0.01261983395758588
121,0.013019265942000313
122,0.013436017621063789
123,0.01328764505382648
124,0.013056787363651725
125,0.013209590274039066
126,0.01335150286559051
127,0.012914835687338484
128,0.012935552160300325
129,0.013388334301546321
130,0.01341104070855021
131,0.012939184793210419
132,0.013518676236934545
133,0.013075578057732837
134,0.013314467256498128
135,0.01357507097363547
136,0.01347462547576907
137,0.01337180435257486
138,0.014292587743516456
139,0.013984495695365966
140,0.012970559542039992
141,0.013062596488893685
142,0.01338697953302997
143,0.013242754480425924
144,0.013488771249272221
145,0.01367441167415248
146,0.013110255297860371
147,0.012840284566919064
148,0.01343735374543348
149,0.013034814856655625
150,0.012834847731796214
151,0.013369400560138274
152,0.013791372514348348
153,0.012307895090023144
154,0.013725257346386943
155,0.01285900496523743
156,0.012938884528791383
157,0.013637140920156207
158,0.013407972259958694
159,0.013181434082187695
160,0.013949398666605774
161,0.013315103326656003
162,0.013788574672680127
163,0.01280892540005386
164,0.013375506190110598
165,0.013309647280440567
166,0.013147901402075878
167,0.013218424587155468
168,0.013616914898593084
169,0.013386269835873862
170,0.013729560744759225
171,0.012935721382238917
172,0.013280148101975217
173,0.013565978392904857
174,0.013513550343499749
175,0.012913669802308254
176,0.013305516801187365
177,0.01281953808798556
178,0.013315770048960104
179,0.013969001548075842
180,0.013756266796796202
181,0.01290325362724002
182,0.013492238627095034
183,0.01329362525940862
184,0.013373861280295666
185,0.01334621409793467
186,0.012872468478878492
187,0.012571666346714336
188,0.012892918146169585
189,0.01371133134078579
190,0.012580275600319945
191,0.013670828515161703
192,0.013491569326726481
193,0.013534657204555512
194,0.012520269113118767
195,0.013727904179251765
196,0.012991794452452268
197,0.013410348148989648
198,0.012785063030132661
199,0.013918221843840463
200,0.01324497809716719
201,0.013654851355258738
202,0.013130092607864005
203,0.013214508387833316
204,0.013688468045246307
205,0.012686396323400899
206,0.013582471020544488
207,0.013030702525653737
208,0.014169125301706846
209,0.012855850815046223
210,0.013117422002522633
211,0.013269481780964938
212,0.013031177437574407
213,0.013611694145599651
214,0.013538394250004738
215,0.013380337910709271
216,0.013171851259687053
217,0.012575607406201787
218,0.012799172875121117
219,0.012616704791325803
220,0.01297541541624632
221,0.013400255994944203
222,0.01352222475016832
223,0.013096892972401677
224,0.013308215002411592
225,0.01376985197900225
226,0.013313010151083526
227,0.013681795489486047
228,0.013595480620867078
229,0.01325945930431297
230,0.01258190411160652
231,0.012936633957623138
232,0.012882810280000311
233,0.013534318116022185
234,0.01289127415840642
235,0.013511766158525085
236,0.013411024680144806
237,0.013282389246730501
238,0.012627997525829056
239,0.013207893503201089
240,0.012771218651184803
241,0.013896462494070415
242,0.013205662488071254
243,0.013151711824551748
244,0.013011640454409598
245,0.013035397666015485
246,0.013206736550195494
247,0.012437934227930714
248,0.013132651240717469
249,0.013487285972448857
250,0.013214267658828837
251,0.01279387017481475
252,0.013133337392932468
253,0.013221672030944478
254,0.013380642884595244
255,0.01387237365820688
256,0.013205095954440726
257,0.012914284750663611
258,0.013205033574565919
259,0.013885981120757172
260,0.013003073668815295
261,0.013745358244451169
262,0.013584945622471223
263,0.013565533416658278
264,0.013228165512804181
265,0.01284675971750485
266,0.013771875746717545
267,0.012879629658590793
268,0.012796620205851981
269,0.014025068101301913
270,0.013362293884406585
271,0.013462239405123096
272,0.012677014965789052
273,0.012927175066122882
274,0.013027541961998868
275,0.013514414969051812
276,0.013106755065624191
277,0.013812716435397802
278,0.01287061856566925
279,0.013063272429239018
280,0.013547463368736794
281,0.013373153887249831
282,0.013046151074991132
283,0.013084481217096138
284,0.013051338423587817
285,0.013371005769880895
286,0.013912531937962807
287,0.012913829484590975
288,0.012441302724896597
289,0.01385175869107466
290,0.013346622165953476
291,0.013795752320860274
292,0.013568226104329778
293,0.013423255788090461
294,0.013470731125424708
295,0.01271519693101948
296,0.012959558107993596
297,0.01329386805651437
298,0.012895278910879144
299,0.012784985806438182
300,0.013336594570346362
301,0.013530353102729945
302,0.013285786189202228
303,0.013396613902126717
304,0.013748407110078638
305,0.013341760620688215
306,0.013342896292181728
307,0.01404596590938723
308,0.013509260852347
309,0.012826421998421836
310,0.01305794604929715
311,0.013239978833369343
312,0.013413759300578627
313,0.012715198235835872
314,0.012355835716129384
315,0.01307920301152234
316,0.013362655190239452
317,0.013744865018541141
318,0.013539636382836538
319,0.013631533334809721
320,0.013274799609397536
321,0.013054185683786572
322,0.013793835715339715
323,0.01328274689749722
324,0.013156644818189588
325,0.014020296482874936
326,0.014233539515588648
327,0.012896024430246155
328,0.01402687927001443
329,0.012821310375710087
330,0.012895613999621499
331,0.012851115646901251
332,0.013263440190713818
333,0.013028307600862526
334,0.012985494341744256
335,0.012871287596621471
336,0.013204799222760308
337,0.013527477266936405
338,0.013461987905286738
339,0.01307928765567133
340,0.013649331595113208
341,0.013199514760532036
342,0.013413108701009495
343,0.012715440280470896
344,0.013387935448282606
345,0.013016036756316888
346,0.01317334924259712
347,0.013494512777998317
348,0.012813900072464223
349,0.01345688913507905
350,0.013018324877360717
351,0.013376902759015463
352,0.013213801678625584
353,0.01298233043679067
354,0.013646274341573821
355,0.01367389615727439
356,0.013993976129431622
357,0.01356375189800087
358,0.013864260203422126
359,0.013619507348792203
360,0.013613915056666957
361,0.013653859711259727
362,0.012829440838187751
363,0.013441446692157685
364,0.013194656903312063
365,0.012826917715187677
366,0.012773771716492176
367,0.012938181408859193
368,0.013058921111199008
369,0.014098726425656315
370,0.013245197695911214
371,0.013039660368043009
372,0.013263603064508443
373,0.013424894064177208
374,0.013133805276094512
375,0.012785344269385102
376,0.014052147812308435
377,0.013197696107131464
378,0.012693496978943761
379,0.013340128810521953
380,0.013026174275653817
381,0.013068860387705938
382,0.013533973919952966
383,0.013068116540533713
384,0.0124151863326364
385,0.012369569259199121
386,0.013469110203848831
387,0.013709970359433124
388,0.013732965948475317
389,0.013788487005227256
390,0.013068296294179129
391,0.013810775438739611
392,0.013357559049026368
393,0.013086097170877765
394,0.013410476397824316
395,0.013047560489221278
396,0.013522475846155766
397,0.012987596080687613
398,0.013515658508689802
399,0.013215524104853205
400,0.013467153522414703
401,0.013728907122061852
402,0.01406888538890868
403,0.012318082002197731
404,0.013219263447622273
405,0.012665589714061239
406,0.013216477200537681
407,0.01306695698502225
408,0.013352926479576878
409,0.013170305085903116
410,0.013315136350488373
411,0.013334553588944396
412,0.012630586338176097
413,0.012708770717592407
414,0.012943741114502751
415,0.013300295186922818
416,0.01322543698327755
417,0.012694668968845314
418,0.012961024364828684
419,0.013755212490070366
420,0.013149667583159701
421,0.013109236635737794
422,0.013706886524931646
423,0.013020518046569377
424,0.01305079226544471
425,0.013584841427634543
426,0.012680424690007346
427,0.013263832574186118
428,0.012952173265861905
429,0.013260134700661057
430,0.01279308601697797
431,0.013301231448080115
432,0.013156662618565105
433,0.013276099531733077
434,0.013541968051552975
435,0.013419995946847115
436,0.012896343990131535
437,0.0134393494778659
438,0.012837086360261426
439,0.012854786821136978
440,0.013234620583550299
441,0.013260242695168166
442,0.012975578762820414
443,0.01314571645513676
444,0.01330157924269342
445,0.013169691599616482
446,0.013834598620559038
447,0.013435777602867537
448,0.013610077766736253
449,0.013383684439311498
450,0.012555048801496526
451,0.013420478021585068
452,0.013124418027494074
453,0.013376099037352027
454,0.01331367965083174
455,0.013222156655755815
456,0.01385277955803275
457,0.014478691835917722
458,0.013755326018414548
459,0.01358855770354168
460,0.013679892602585944
461,0.013313231375785143
462,0.013001295392009289
463,0.013157220961006882
464,0.013160171348199363
465,0.012872115241672045
466,0.012480562294761601
467,0.01253856073857762
468,0.013222852436243831
469,0.013442015103019378
470,0.013399473279952992
471,0.013467692739220431
472,0.012787524908197578
473,0.012743890170180565
474,0.012323938029049405
475,0.013081976338522159
476,0.012820083747462943
477,0.013211267386149451
478,0.013206220422283147
479,0.01313251801252324
480,0.013000453793473138
481,0.013333116734064546
482,0.013669255697663626
483,0.012969334324719766
484,0.013539675795554105
485,0.014127087821716192
486,0.013248943817557743
